Sample ID,Peptoniphilaceae,Campylobacteraceae,Streptococcaceae,Moraxellaceae,Staphylococcaceae,Prevotellaceae,Corynebacteriaceae,Peptostreptococcaceae,Lactobacillaceae,Veillonellaceae,Mycoplasmataceae,Oxalobacteraceae,Propionibacteriaceae,Fusobacteriaceae,Actinomycetaceae,Burkholderiaceae,Bradyrhizobiaceae,Rhodobacteraceae,Caulobacteraceae,Bacillaceae,Porphyromonadaceae,Sphingomonadaceae,Bifidobacteriaceae,Aerococcaceae,Clostridiaceae,Flavobacteriaceae,Neisseriaceae,Deinococcaceae,Paenibacillaceae,Bacteroidaceae,Micrococcaceae,Lachnospiraceae,Comamonadaceae,Enterobacteriaceae,Intrasporangiaceae,Thermoanaerobacteraceae,Pasteurellaceae,Promicromonosporaceae,Methylobacteriaceae,Listeriaceae,Erysipelotrichaceae,Hungateiclostridiaceae,Tissierellaceae,Steroidobacteraceae,Acidiferrobacteraceae,Erwiniaceae,Enterococcaceae,Spirochaetaceae,Sinobacteraceae,Alteromonadaceae,Thermoanaerobacterales.Family.III..Incertae.Sedis,Leptotrichiaceae,Atopobiaceae,Piscirickettsiaceae,Clostridiales.Family.XIII..Incertae.Sedis,Dermabacteraceae,Gottschalkiaceae,Phyllobacteriaceae,Muribaculaceae,Peptococcaceae,Sterolibacteriaceae,Selenomonadaceae,Rhizobiaceae,Ruminococcaceae,Rhodospirillaceae,Xanthomonadaceae,Marinilabiliaceae,Carnobacteriaceae,Brevibacteriaceae,Nocardiaceae,Helicobacteraceae,Alcaligenaceae,Dysgonamonadaceae,Microbacteriaceae,Deferribacteraceae,Planococcaceae,Syntrophomonadaceae,Thermoactinomycetaceae,Leuconostocaceae,Synergistaceae,Pseudomonadaceae,Hydrogenophilaceae,Sporomusaceae,Eubacteriaceae,Christensenellaceae,Pseudonocardiaceae,Shewanellaceae,Sutterellaceae,Streptomycetaceae,Tannerellaceae,Hyphomicrobiaceae,Thermoanaerobacterales.Family.IV..Incertae.Sedis,Eggerthellaceae,Vibrionaceae,Chromatiaceae,Merismopediaceae,Gemmatimonadaceae,Sphingobacteriaceae,Yersiniaceae,Symbiobacteriaceae,Anaplasmataceae,Aurantimonadaceae,Barnesiellaceae,Rhodanobacteraceae,Dietziaceae,Coxiellaceae,Isosphaeraceae,Flammeovirgaceae,Planctomycetaceae,Chitinophagaceae,Halobacteroidaceae,Dermacoccaceae,Hymenobacteraceae,Pelagibacteraceae,Acetobacteraceae,Idiomarinaceae,Alicyclobacillaceae,Mycobacteriaceae,Marinifilaceae,Desulfobacteraceae,Actinopolysporaceae,Clostridiales.Family.XVII..Incertae.Sedis,Morganellaceae,Rhodobiaceae,Acidobacteriaceae,Desulfovibrionaceae,Chelatococcaceae,Oscillospiraceae,Chrysiogenaceae,Pectobacteriaceae,Streptosporangiaceae,Xanthobacteraceae,Nocardioidaceae,Hyphomonadaceae,Odoribacteraceae,Cytophagaceae,Rubrobacteraceae,Rikenellaceae,Dictyoglomaceae,Rickettsiaceae,Erythrobacteraceae,Oscillatoriaceae,Chlorobiaceae,Brucellaceae,Brachyspiraceae,Coriobacteriaceae,Cohaesibacteraceae,Acidaminococcaceae,Sanguibacteraceae,Acholeplasmataceae,Kosmotogaceae,Ectothiorhodospiraceae,Micromonosporaceae,Vicinamibacteraceae,Psychromonadaceae,Cyclobacteriaceae,Bartonellaceae,Gallionellaceae,Desulfobulbaceae,Francisellaceae,Chromobacteriaceae,Halanaerobiaceae,Aphanothecaceae,Natranaerobiaceae,Thermotogaceae,Oceanospirillaceae,Aeromonadaceae,Thermaceae,Aquificaceae,Euzebyaceae,Anaerolineaceae,Heliobacteriaceae,Waddliaceae,Gordoniaceae,Parachlamydiaceae,Microcoleaceae,Conexibacteraceae,Halomonadaceae,Gloeomargaritaceae,Bogoriellaceae,Beijerinckiaceae,Nakamurellaceae,Entomoplasmataceae,Methylococcaceae,Alcanivoracaceae,Nostocaceae,Spiroplasmataceae,Hafniaceae,Aphanizomenonaceae,Nitrosomonadaceae,Pseudoalteromonadaceae,Mesoaciditogaceae,Cellulomonadaceae,Nocardiopsaceae,Desulfurellaceae,Colwelliaceae,Rhodothermaceae,Methylocystaceae,Hahellaceae,Desulfurobacteriaceae,Candidatus.Brocadiaceae,Thermomonosporaceae,Beutenbergiaceae,Borreliaceae,Methylophilaceae,Cryomorphaceae,Acidothermaceae,Synechococcaceae,Zoogloeaceae,Chloroflexaceae,Labilitrichaceae,Egibacteraceae,Leptospiraceae,Kangiellaceae,Thermodesulfobacteriaceae,Candidatus.Nanopelagicaceae,Gloeobacteraceae,Holosporaceae,Moritellaceae,Bdellovibrionaceae,Legionellaceae,Halothiobacillaceae,Chlamydiaceae,Clostridiales.Family.XVI..Incertae.Sedis,Parvularculaceae,Nitrospiraceae,Thermomicrobiaceae,Kineosporiaceae,Glycomycetaceae,Petrotogaceae,Desulfomicrobiaceae,Ruaniaceae,Azonexaceae,Nautiliaceae,Halieaceae,Cellvibrionaceae,Candidatus.Midichloriaceae,Fibrobacteraceae,Thiobacillaceae,Scytonemataceae,Pseudanabaenaceae,Akkermansiaceae,Microbulbiferaceae,Geobacteraceae,Candidatus.Deianiraeaceae,Frankiaceae,Budviciaceae,Paludibacteraceae,Amoebophilaceae,Microcystaceae,Ardenticatenaceae,Blattabacteriaceae,Prolixibacteraceae,Thiotrichaceae,Ktedonosporobacteraceae,Dehalococcoidaceae,Halobacteriovoraceae,Geodermatophilaceae,Fervidobacteriaceae,Sporichthyaceae,Salinivirgaceae,Kiritimatiellaceae,Magnetococcaceae,Sandaracinaceae,Spongiibacteraceae,Woeseiaceae,Coprothermobacteraceae,Emcibacteraceae,Dermocarpellaceae,Tepidiformaceae,Ilumatobacteraceae,Opitutaceae,Syntrophaceae,Methylacidiphilaceae,Rhodocyclaceae,Cardiobacteriaceae,Haliscomenobacteraceae,Roseiflexaceae,Tsukamurellaceae,Simkaniaceae,Acidimicrobiaceae,Acaryochloridaceae,Sphaerobacteraceae,Limnochordaceae,Chthonomonadaceae,Egicoccaceae,Jiangellaceae,Orbaceae,Bernardetiaceae,Succinivibrionaceae,Sporolactobacillaceae,Gemmataceae
CON 05,54.4879,8.5421,0.0801,0.0016,1.1434,2.2593,0.8238,0.0753,0.1052,5.7794,0.0065,0.0113,0.5252,2.0101,5.0172,0.0105,0.0243,0,0,0.3164,0.0583,0,0.0097,0.0057,0.4726,0.0032,0.0024,0,0.1651,0.0744,0.0356,0.0842,0,0.0081,0.0097,0.0744,0,0,0,0.0016,0.0558,0.0008,0.6441,0,0,0.0032,0.0744,0.089,0,0.1238,0.4265,0,0.0251,0,0.0866,0.0445,0.2395,0,0,0.0486,0,0.0049,0,0.0639,0.0008,0,0,0.0057,0.0024,0.0987,0.0138,0,0,0.0178,0.0016,0.0024,0.0024,0.004,0.0024,0,0,0,0.0008,0.0154,0.0218,0.0178,0,0.0024,0.0057,0.0356,0,0.0437,0.0097,0.0024,0.0008,0.0008,0,0,0,0,0.0049,0,0,0,0.0016,0.017,0.0502,0,0,0,0.0227,0,0.0057,0.0032,0.0008,0,0.0089,0.0032,0,0.0016,0.0016,0,0,0,0.0008,0.0057,0,0.0146,0.0113,0.0016,0,0,0.004,0,0,0.004,0,0,0.0073,0,0,0,0.004,0,0,0,0,0.0024,0,0.0008,0,0.0016,0,0,0,0,0,0.0008,0.0008,0,0,0.0024,0,0,0,0,0,0.0008,0,0,0.0008,0,0,0,0,0.004,0,0.0008,0,0.004,0,0,0.0008,0,0,0,0.0008,0,0,0,0.0016,0.0073,0.0008,0,0,0.0016,0.0016,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0,0.0008,0.0008,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0.0016,0,0,0,0,0,0,0.0008,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0.0008,0,0.0008,0,0,0,0,0
CON 06,47.2048,0.5468,4.3441,0.0042,0.0943,8.2993,0.0929,0.1405,0.0768,3.3434,0.0052,0.0047,0.3045,18.312,0.6948,0.1188,0.0146,0,0.0005,0.2536,0.0764,0,0.4737,0.1871,0.3875,0.1409,0.3191,0.0278,0.0372,0.2861,0.0382,0.1433,0.0005,0.0306,0.0052,0.1339,0.2164,0.0033,0,0.0599,0.1362,0.7565,0.0547,0,0,0.0193,0.0222,0.0985,0,0.0344,0.0273,0.5996,0.1108,0.0005,0.1372,0.0735,0.0222,0,0.0113,0.0844,0,0.0872,0,0.1989,0.0005,0.0005,0,0.0683,0.0005,0.0094,0.0038,0,0,0.0146,0.0014,0.0094,0.2333,0.0014,0.0094,0.0009,0.0019,0,0,0.0038,0.0292,0.0132,0,0,0.0024,0.0179,0,0.0099,0.0189,0,0,0.0071,0,0.0061,0.0014,0,0.0061,0.0005,0,0,0,0.008,0.0005,0.0014,0,0.0005,0.0047,0,0.0005,0.0481,0.0005,0,0.009,0.0009,0,0.0019,0.0024,0.0005,0.0005,0,0,0.0038,0,0.0047,0.0052,0,0.0005,0,0.0061,0,0.0019,0.0042,0.0085,0.0009,0.0066,0.0005,0,0,0.0014,0,0,0.0231,0,0.0005,0,0.0009,0,0,0.0005,0,0,0.0014,0,0,0,0.0005,0.0009,0.0009,0,0.0005,0.0005,0,0,0,0.0009,0.0005,0.0005,0.0009,0.0005,0,0.0005,0.0024,0,0.0009,0.0009,0.0005,0.0047,0,0.0005,0.0009,0.0005,0.0009,0.0009,0,0,0,0.0005,0.0009,0,0.0019,0.0038,0,0.0005,0,0,0.0005,0,0,0,0,0,0.0005,0,0,0,0,0,0,0.0014,0.0005,0,0.0005,0,0.0009,0,0,0,0.0005,0.0005,0.0014,0.0005,0.0009,0,0,0,0,0,0,0,0,0.0014,0.0014,0,0.0005,0,0,0.0005,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0,0.0005,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0019,0,0,0,0,0,0,0,0,0,0
CON 07,9.1351,36.3372,0.0117,0.0873,0.0809,1.9045,0.1384,8.6827,10.7043,1.6735,0.0075,0.0852,0.1214,15.4875,0.6004,0.2193,0.0607,0,0,0.0575,0.0862,0.0468,0.1682,1.1625,0.2044,0.0458,0.0287,0.0106,0.0117,0.0639,0.0032,0.0607,0,0.0085,0.0011,0.0287,0,0,0.0085,0.0224,0.0383,0.511,0.0064,0,0,0.0947,0.0085,0.0138,0,0.0617,0.0181,0.0096,0.0011,0,0.0011,0.0234,0.0298,0,0.0053,0.0309,0,0.0011,0,0.0032,0.0011,0,0.0106,0,0,0.0255,0.0075,0.0064,0,0.0053,0,0.0021,0,0.0021,0.0021,0,0.0043,0,0,0.0011,0.0085,0,0,0.0351,0.0011,0.0043,0,0,0.033,0,0,0,0.0255,0,0.0011,0,0,0,0,0,0,0,0.0064,0.0011,0,0,0.0021,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0.0011,0.0043,0,0,0.0032,0.0043,0,0,0.0021,0,0,0.0011,0,0,0.0032,0,0,0,0.0021,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0.0011,0,0,0,0.0021,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0.0011,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0
CON 08,50.1477,0,12.8666,12.6888,0.0201,0.3188,0.1946,0.0067,0.0101,0.0034,0.0034,13.6956,0.0067,0.9665,0.0034,1.4498,0,0.5269,0,0.0336,0,0,0,0.0034,0.0201,0,0.0034,0,0.0134,0,0,0.0067,0,0.0134,0,0.0034,0,0,0,0.0034,0.0034,0,0,0.0369,0.0134,0.0034,0.0034,0.0067,0.0268,0.0336,0,0,0,0.0201,0,0,0.0168,0,0,0.0067,0.9934,0,0,0,0.0034,0,0,0.0034,0,0.0034,0.0201,0.0168,0,0,0.0067,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0.0034,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON 09,65.8,7.887,0.1621,0.8976,2.2873,0.0695,2.1484,0.0058,0.0232,0,0.0058,0,0.776,0.0058,5.9297,0.0058,0.2548,0,0,0.0637,0,3.0633,0.9902,0,0.0927,0,0,0,0,0,0,0.2027,0,0.0405,0,0.388,0,0.0116,0,0.0058,0.0116,0,0.0637,0,0,0.029,0.0174,0.0174,0,0.0116,0.0116,0,0.1216,0,0.0116,0,0,0,0,0.0058,0,0,0,0.0058,0,0,0,0.0058,0.0116,0.0579,0,0,0,0.0058,0,0,0,0.0058,0,0,0.0058,0,0,0,0.0058,0.1621,0,0,0.1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0.0058,0,0,0.0463,0,0.0058,0,0,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON 10,17.0839,11.8609,0.3101,0.0201,0.0611,20.2474,0.0664,7.1882,0.0349,6.734,0.0114,0.0087,0.159,0.0786,0.5677,0.1572,0,0,0.0044,0.1546,1.8551,0.0096,0.0009,0.0175,0.1188,0.1913,0.1703,0.0009,0.0463,0.9284,0.0044,0.0411,0.0035,0.0314,0.0044,0.0192,0.0131,0.0009,0.0026,0.0114,0.069,0.062,0.0087,0,0,0.0384,0.0175,0.1074,0,0.5581,0.0987,0.0061,0.1066,0.0096,0.0105,0.0279,0.2629,0,0.1913,0.0279,0,0.0175,0,0.007,0.0009,0.0017,0.207,0.0044,0.0026,0.0131,0.0559,0.0026,0,0.0052,0,0,0.0384,0.0035,0,0,0.0017,0,0.0009,0.0096,0.0105,0.0009,0.0017,0.117,0.0052,0.1048,0,0,0.0507,0,0,0,0.11,0.0017,0,0,0.0026,0,0.0411,0,0,0,0.0498,0.0192,0,0.0017,0.0087,0.0026,0.0009,0.007,0.0061,0,0.0105,0.0052,0.0236,0.0017,0,0,0.0009,0,0,0.0079,0,0.0009,0.007,0.0061,0.0009,0,0.0035,0,0.0026,0.0026,0,0.0026,0.0148,0,0,0.0009,0.0262,0.0009,0,0,0,0,0,0.0009,0,0.0026,0,0,0,0.0017,0,0,0,0,0,0,0,0,0.0009,0,0.0009,0.0017,0.0009,0.0009,0,0.0009,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.0009,0.0017,0,0,0,0.0017,0,0,0,0,0.0009,0,0,0,0.0052,0,0,0,0.0009,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0.0017,0,0,0.0017,0,0,0,0,0,0,0.0009,0,0,0,0.0009,0,0,0,0,0.0035,0,0,0.0009,0.0017,0,0.0009,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON 11,48.487,0.0893,13.0501,12.5502,0.3481,0.3928,0.125,0.0268,0.0179,0.0536,0,12.6395,0.0089,0.9283,0.0179,1.5175,0,0.5445,0,0.0714,0,0,0,0.0089,0.0089,0.0268,0.0268,0,0.0179,0,0,0.0268,0,0.0089,0,0,0,0,0,0.0268,0,0,0,0.0268,0.0357,0,0,0.0357,0.0089,0.0179,0,0.0089,0,0,0,0,0.0446,0,0,0,0.6873,0,0,0,0,0,0,0.0089,0,0,0,0.0089,0,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON 12,18.1916,14.0555,0.3433,0.0636,0.198,19.4031,0.0908,6.9896,0.0436,7.213,0.0182,0.0163,0.2034,0.0908,0.4741,0.0708,0,0.0091,0.0036,0.069,1.8709,0.0036,0.0054,0.0036,0.0963,0.1199,0.1108,0,0.0218,0.7011,0.0036,0.0436,0.0036,0.0182,0.0018,0.0182,0.02,0,0,0.0127,0.0309,0.0563,0.0036,0,0,0.0109,0.0127,0.0872,0,0.4014,0.0836,0.0054,0.1199,0.0036,0.0163,0.0327,0.1744,0,0.327,0.0163,0,0.0145,0,0.0054,0,0,0.218,0.0018,0,0.0182,0.049,0,0.0018,0.0036,0.0018,0,0.0145,0,0,0.0036,0,0,0.0018,0,0,0,0,0.0654,0,0.0672,0.0018,0,0.0236,0,0.0054,0,0.0817,0.0091,0,0,0.0054,0,0.0272,0,0,0,0.0163,0.02,0,0,0,0,0,0.0036,0.0018,0,0.0054,0.0018,0.0345,0,0,0,0.0018,0,0,0.0018,0,0.0018,0.0018,0.0054,0.0018,0,0.0091,0,0.0073,0.0018,0,0.0018,0.0073,0,0,0.0018,0.0127,0,0,0,0,0,0,0.0018,0,0,0,0,0,0.0018,0,0,0,0,0,0,0.0018,0,0.0018,0,0,0,0,0,0.0036,0,0,0,0.0018,0,0,0,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0.0036,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0.0018,0,0,0,0.0018
CON 13,38.1819,0.0059,8.5371,7.6983,1.0292,1.7253,5.9551,4.5511,0.1666,5.0449,0,1.1066,0.3807,0.2796,2.576,2.8616,0.0297,0.2915,0.6604,1.7669,0,2.106,0.0059,0.4759,0.232,0,0.0059,0,0,0.0714,0.2023,0.0416,0.0119,0.0119,0,0.113,0,0,0.0595,0.0059,0.4938,0.0714,0,0.0059,0.0892,0,0.0059,0.119,0.3867,0,0.0238,0,0.1249,0.0119,0.0178,0.0059,0,0,0,0.0595,0,0,0.0476,0,0.6306,0.702,0,0.0238,0.2677,0.0059,0.0178,0.0059,0,0,0,0,0,0,0.0059,0,0.0059,0,0,0,0,0,0,0,0.0059,0,0.0416,0.0238,0.0178,0,0,0,0,0.1071,0.0059,0,0.1606,0,0,0.0059,0,0.0119,0,0,0,0,0,0.113,0,0,0,0.0833,0,0,0,0,0,0,0,0.0059,0,0.0059,0.0892,0,0,0,0,0,0.0059,0,0,0,0,0,0,0,0.0238,0.0654,0,0,0,0,0.0535,0,0.0119,0,0,0.0119,0,0,0,0,0,0.0119,0,0.0059,0,0,0.0297,0,0,0,0,0.0059,0,0,0,0,0,0,0,0.0059,0,0,0,0,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059,0,0,0,0.0119,0,0,0,0,0,0,0.0059,0,0,0,0,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON 14,10.7546,0.0049,0.2859,42.2791,4.1007,0.1331,0.8872,0.2957,1.0153,0.069,11.5383,6.0082,3.4797,0.0197,0.0394,1.592,0.2021,5.4562,2.1982,0.0739,0,0.3302,0.0099,0.0049,0.0197,2.8636,0.0049,0,0.0049,0,0.0591,0.069,0.0049,0.0148,0,0.0148,0,0,0,0,0.0148,0,0.0296,0,0.0099,0,0.0049,0.0049,0,0,0,0,0.0641,0.0049,0,0.0296,0,0.0049,0,0.0049,0.0986,0,0.5816,0,0.0444,0.0049,0,0,0.1873,0.0099,0,0,0,0.0739,0,0,0,0,0,0,0.0049,0.4978,0,0,0,0.0099,0,0,0.0394,0,0.2169,0,0.0049,0,0,0,0,0,0.0049,0,0,0.1972,0,0.0394,0.1774,0,0,0,0,0,0,0,0.0049,0.0148,0,0,0,0,0,0,0,0,0,0.0789,0,0,0.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296,0,0,0,0,0,0,0,0,0,0,0.0148,0,0,0,0,0,0.0049,0.0049,0,0,0,0,0,0,0,0,0,0,0.0049,0.0049,0,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
